  -15 1852  8 30.4719
  -14 1852  9 26.7471
  -13 1852 10 24.0374
  -12 1852 11 20.3432
  -11 1852 12 17.6563
  -10 1853  1 13.9909
   -9 1853  2 10.3326
   -8 1853  3  9.6633
   -7 1853  4  5.9612
   -6 1853  5  3.2150
   -5 1853  5 30.4308
   -4 1853  6 26.6287
   -3 1853  7 23.8327
   -2 1853  8 20.0604
   -1 1853  9 16.3248
    0 1853 10 13.6074
    1 1853 11  9.9007
    2 1853 12  7.2150
    3 1854  1  3.5441
    4 1854  1 30.8847
    5 1854  2 27.2224
    6 1854  3 26.5354
    7 1854  4 22.8066
    8 1854  5 20.0355
    9 1854  6 16.2376
   10 1854  7 13.4365
   11 1854  8  9.6535
   12 1854  9  5.8994
   13 1854 10  3.1731
   14 1854 10 30.4672
   15 1854 11 26.7760
   16 1854 12 24.0993
   17 1855  1 20.4364
   18 1855  2 16.7776
   19 1855  3 16.1029
   20 1855  4 12.3916
   21 1855  5  9.6360
   22 1855  6  5.8460
   23 1855  7  3.0433
   24 1855  7 30.2512
   25 1855  8 26.4853
   26 1855  9 22.7489
   27 1855 10 20.0359
   28 1855 11 16.3392
   29 1855 12 13.6567
   30 1856  1  9.9889
   31 1856  2  6.3304
   32 1856  3  4.6647
   33 1856  3 31.9696
   34 1856  4 28.2311
   35 1856  5 25.4524
   36 1856  6 21.6517
   37 1856  7 18.8530
   38 1856  8 15.0758
   39 1856  9 11.3282
   40 1856 10  8.6070
   41 1856 11  4.9045
   42 1856 12  2.2164
   43 1856 12 29.5429
   44 1857  1 25.8822
   45 1857  2 22.2219
   46 1857  3 21.5407
   47 1857  4 17.8199
   48 1857  5 15.0554
   49 1857  6 11.2605
   50 1857  7  8.4583
   51 1857  8  4.6710
   52 1857  8 31.9116
   53 1857  9 28.1810
   54 1857 10 25.4720
   55 1857 11 21.7784
   56 1857 12 19.0991
   57 1858  1 15.4341
   58 1858  2 11.7759
   59 1858  3 11.1056
   60 1858  4  7.4017
   61 1858  5  4.6536
   62 1858  5 31.8682
   63 1858  6 28.0660
   64 1858  7 25.2706
   65 1858  8 21.4996
   66 1858  9 17.7583
   67 1858 10 15.0418
   68 1858 11 11.3425
   69 1858 12  8.6575
   70 1859  1  4.9872
   71 1859  2  1.3280
   72 1859  2 28.6652
   73 1859  3 27.9766
   74 1859  4 24.2460
   75 1859  5 21.4733
   76 1859  6 17.6748
   77 1859  7 14.8741
   78 1859  8 11.0922
   79 1859  9  7.3394
   80 1859 10  4.6141
   81 1859 10 31.9088
   82 1859 11 28.2182
   83 1859 12 25.5421
   84 1860  1 21.8797
   85 1860  2 18.2207
   86 1860  3 16.5448
   87 1860  4 12.8317
   88 1860  5 10.0743
   89 1860  6  6.2833
   90 1860  7  3.4806
   91 1860  7 30.6894
   92 1860  8 26.9248
   93 1860  9 23.1895
   94 1860 10 20.4773
   95 1860 11 16.7812
   96 1860 12 14.0993
   97 1861  1 10.4320
   98 1861  2  6.7737
   99 1861  3  6.1072
  100 1861  4  2.4104
  101 1861  4 29.6701
  102 1861  5 26.8900
  103 1861  6 23.0889
  104 1861  7 20.2908
  105 1861  8 16.5148
  106 1861  9 12.7684
  107 1861 10 10.0482
  108 1861 11  6.3463
  109 1861 12  3.6587
  110 1861 12 30.9859
  111 1862  1 27.3255
  112 1862  2 23.6648
  113 1862  3 22.9823
  114 1862  4 19.2595
  115 1862  5 16.4934
  116 1862  6 12.6978
  117 1862  7  9.8958
  118 1862  8  6.1095
  119 1862  9  2.3514
  120 1862  9 29.6218
  121 1862 10 26.9136
  122 1862 11 23.2205
  123 1862 12 20.5418
  124 1863  1 16.8773
  125 1863  2 13.2190
  126 1863  3 12.5478
  127 1863  4  8.8422
  128 1863  5  6.0922
  129 1863  6  2.3057
  130 1863  6 29.5032
  131 1863  7 26.7086
  132 1863  8 22.9388
  133 1863  9 19.1987
  134 1863 10 16.4831
  135 1863 11 12.7844
  136 1863 12 10.1000
  137 1864  1  6.4303
  138 1864  2  2.7713
  139 1864  3  1.1079
  140 1864  3 28.4178
  141 1864  4 24.6853
  142 1864  5 21.9111
  143 1864  6 18.1120
  144 1864  7 15.3117
  145 1864  8 11.5309
  146 1864  9  7.7794
  147 1864 10  5.0551
  148 1864 11  1.3505
  149 1864 11 28.6605
  150 1864 12 25.9850
  151 1865  1 22.3230
  152 1865  2 18.6638
  153 1865  3 17.9867
  154 1865  4 14.2717
  155 1865  5 11.5126
  156 1865  6  7.7206
  157 1865  7  4.9179
  158 1865  8  1.1277
  159 1865  8 28.3643
  160 1865  9 24.6302
  161 1865 10 21.9187
  162 1865 11 18.2232
  163 1865 12 15.5419
  164 1866  1 11.8752
  165 1866  2  8.2170
  166 1866  3  7.5496
  167 1866  4  3.8512
  168 1866  5  1.1089
  169 1866  5 28.3275
  170 1866  6 24.5261
  171 1866  7 21.7287
  172 1866  8 17.9538
  173 1866  9 14.2087
  174 1866 10 11.4893
  175 1866 11  7.7881
  176 1866 12  5.1011
  177 1867  1  1.4289
  178 1867  1 28.7688
  179 1867  2 25.1077
  180 1867  3 24.4238
  181 1867  4 20.6991
  182 1867  5 17.9314
  183 1867  6 14.1350
  184 1867  7 11.3333
  185 1867  8  7.5480
  186 1867  9  3.7912
  187 1867 10  1.0627
  188 1867 10 28.3551
  189 1867 11 24.6627
  190 1867 12 21.9846
  191 1868  1 18.3206
  192 1868  2 14.6622
  193 1868  3 12.9899
  194 1868  4  9.2825
  195 1868  5  6.5308
  196 1868  6  2.7430
  197 1868  6 29.9405
  198 1868  7 27.1467
  199 1868  8 23.3781
  200 1868  9 19.6392
  201 1868 10 16.9244
  202 1868 11 13.2264
  203 1868 12 10.5425
  204 1869  1  6.8734
  205 1869  2  3.2146
  206 1869  3  2.5505
  207 1869  3 29.8589
  208 1869  4 26.1244
  209 1869  5 23.3488
  210 1869  6 19.5492
  211 1869  7 16.7494
  212 1869  8 12.9697
  213 1869  9  9.2194
  214 1869 10  6.4962
  215 1869 11  2.7922
  216 1869 11 30.1028
  217 1869 12 27.4279
  218 1870  1 23.7663
  219 1870  2 20.1068
  220 1870  3 19.4285
  221 1870  4 15.7116
  222 1870  5 12.9508
  223 1870  6  9.1578
  224 1870  7  6.3553
  225 1870  8  2.5660
  226 1870  8 29.8039
  227 1870  9 26.0709
  228 1870 10 23.3602
  229 1870 11 19.6653
  230 1870 12 16.9846
  231 1871  1 13.3184
  232 1871  2  9.6602
  233 1871  3  8.9920
  234 1871  4  5.2919
  235 1871  5  2.5478
  236 1871  5 29.7651
  237 1871  6 25.9633
  238 1871  7 23.1665
  239 1871  8 19.3929
  240 1871  9 15.6490
  241 1871 10 12.9305
  242 1871 11  9.2299
  243 1871 12  6.5435
  244 1872  1  2.8719
  245 1872  1 30.2121
  246 1872  2 26.5505
  247 1872  3 24.8652
  248 1872  4 21.1386
  249 1872  5 18.3693
  250 1872  6 14.5722
  251 1872  7 11.7708
  252 1872  8  7.9866
  253 1872  9  4.2310
  254 1872 10  1.5036
  255 1872 10 28.7967
  256 1872 11 25.1048
  257 1872 12 22.4273
  258 1873  1 18.7639
  259 1873  2 15.1054
  260 1873  3 14.4320
  261 1873  4 10.7228
  262 1873  5  7.9692
  263 1873  6  4.1804
  264 1873  7  1.3778
  265 1873  7 28.5848
  266 1873  8 24.8175
  267 1873  9 21.0797
  268 1873 10 18.3657
  269 1873 11 14.6683
  270 1873 12 11.9850
  271 1874  1  8.3165
  272 1874  2  4.6579
  273 1874  3  3.9931
  274 1874  3 31.2999
  275 1874  4 27.5636
  276 1874  5 24.7865
  277 1874  6 20.9864
  278 1874  7 18.1871
  279 1874  8 14.4086
  280 1874  9 10.6595
  281 1874 10  7.9372
  282 1874 11  4.2339
  283 1874 12  1.5451
  284 1874 12 28.8708
  285 1875  1 25.2096
  286 1875  2 21.5498
  287 1875  3 20.8702
  288 1875  4 17.1515
  289 1875  5 14.3890
  290 1875  6 10.5951
  291 1875  7  7.7927
  292 1875  8  4.0043
  293 1875  8 31.2435
  294 1875  9 27.5116
  295 1875 10 24.8017
  296 1875 11 21.1073
  297 1875 12 18.4272
  298 1876  1 14.7617
  299 1876  2 11.1034
  300 1876  3  9.4343
  301 1876  4  5.7325
  302 1876  5  2.9865
  303 1876  5 30.2025
  304 1876  6 26.4006
  305 1876  7 23.6044
  306 1876  8 19.8320
  307 1876  9 16.0893
  308 1876 10 13.3718
  309 1876 11  9.6718
  310 1876 12  6.9860
  311 1877  1  3.3150
  312 1877  1 30.6555
  313 1877  2 26.9933
  314 1877  3 26.3065
  315 1877  4 22.5781
  316 1877  5 19.8072
  317 1877  6 16.0094
  318 1877  7 13.2083
  319 1877  8  9.4252
  320 1877  9  5.6709
  321 1877 10  2.9445
  322 1877 10 30.2384
  323 1877 11 26.5470
  324 1877 12 23.8702
  325 1878  1 20.2072
  326 1878  2 16.5485
  327 1878  3 15.8739
  328 1878  4 12.1629
  329 1878  5  9.4076
  330 1878  6  5.6178
  331 1878  7  2.8151
  332 1878  7 30.0230
  333 1878  8 26.2569
  334 1878  9 22.5203
  335 1878 10 19.8071
  336 1878 11 16.1103
  337 1878 12 13.4276
  338 1879  1  9.7597
  339 1879  2  6.1012
  340 1879  3  5.4356
  341 1879  4  1.7408
  342 1879  4 29.0026
  343 1879  5 26.2241
  344 1879  6 22.4236
  345 1879  7 19.6248
  346 1879  8 15.8475
  347 1879  9 12.0997
  348 1879 10  9.3783
  349 1879 11  5.6757
  350 1879 12  2.9874
